Date,Well_ID,DTW_ft,LSE_ft,WL_elev_ft,P_ft,Temp_mean_F
1982-10-01,LM_RC65,36.86,3770.21,3733.35,0.0,58.55521835
1982-11-01,LM_RC65,32.5,3770.21,3737.71,0.0,53.45107775
1982-12-01,LM_RC65,27.47,3770.21,3742.74,0.0,46.98201592
1983-01-01,LM_RC65,27.16,3770.21,3743.05,0.000106848655937,39.50948689
1983-02-01,LM_RC65,25.23,3770.21,3744.98,0.0,61.35362682
1983-03-01,LM_RC65,41.0,3770.21,3729.21,0.0,54.8519574
1983-04-01,LM_RC65,41.59,3770.21,3728.62,0.0,67.34418285
1983-05-01,LM_RC65,33.01,3770.21,3737.2,0.000111350054598,61.98038792
1983-06-01,LM_RC65,32.45,3770.21,3737.76,0.0,76.49233034
1983-07-01,LM_RC65,37.43,3770.21,3732.78,1.2958948164e-05,84.9566188
1983-08-01,LM_RC65,36.13,3770.21,3734.08,0.0,78.41858692
1983-09-01,LM_RC65,25.9,3770.21,3744.31,0.0,78.45075879
1983-10-01,LM_RC65,28.77,3770.21,3741.44,1.2372200511e-05,52.47277379
1983-11-01,LM_RC65,30.89,3770.21,3739.32,0.00023541439167200004,51.4566433
1983-12-01,LM_RC65,30.35,3770.21,3739.86,0.0,43.49131109
1984-01-01,LM_RC65,28.95,3770.21,3741.26,0.0,39.00059577
1984-02-01,LM_RC65,34.95,3770.21,3735.26,0.0,42.99385345
1984-03-01,LM_RC65,32.09,3770.21,3738.12,0.0,56.39554044
1984-04-01,LM_RC65,41.79,3770.21,3728.42,0.0,67.44831258
1984-05-01,LM_RC65,35.67,3770.21,3734.54,0.0,74.97954815
1984-06-01,LM_RC65,40.86,3770.21,3729.35,0.00018142919094699998,78.13109038
1984-07-01,LM_RC65,41.48,3770.21,3728.73,4.1469917453e-05,83.50194622
1984-08-01,LM_RC65,24.58,3770.21,3745.63,0.016943943807287,76.73655197
1984-11-01,LM_RC65,27.36,3770.21,3742.85,0.0,56.232435429999995
1985-01-01,LM_RC65,26.68,3770.21,3743.53,0.0,43.74482786
1985-02-01,LM_RC65,21.42,3770.21,3748.79,0.0,49.97683638
1985-03-01,LM_RC65,38.89,3770.21,3731.32,0.0,47.14061943
1985-04-01,LM_RC65,39.45,3770.21,3730.76,0.0,71.68063368
1985-05-01,LM_RC65,30.85,3770.21,3739.36,0.0,70.48086846
1985-06-01,LM_RC65,38.73,3770.21,3731.48,0.0,81.51206989
1985-07-01,LM_RC65,39.68,3770.21,3730.53,0.0,85.37272821
1985-08-01,LM_RC65,35.34,3770.21,3734.87,0.0,78.50430735
1985-09-01,LM_RC65,30.16,3770.21,3740.05,0.0,53.65238237
1985-10-01,LM_RC65,31.9,3770.21,3738.31,0.0,64.47328402
1985-11-01,LM_RC65,32.575,3770.21,3737.635,0.0,51.25632747
1985-12-01,LM_RC65,28.9175,3770.21,3741.2924999999996,0.0,41.695610224999996
1986-01-01,LM_RC65,29.5,3770.21,3740.71,0.0,44.967078709999996
1986-02-01,LM_RC65,29.56,3770.21,3740.65,0.0,63.77659605
1986-03-01,LM_RC65,25.15,3770.21,3745.06,0.0,45.0119644
1986-04-01,LM_RC65,31.67,3770.21,3738.54,0.0,67.0298216
1986-06-01,LM_RC65,25.8,3770.21,3744.41,0.003985740056975999,74.46826423
1986-07-01,LM_RC65,24.8,3770.21,3745.41,0.015945552134203,77.98488699
1986-08-01,LM_RC65,22.8,3770.21,3747.41,0.000235072309707,76.93361485
1986-09-01,LM_RC65,22.6,3770.21,3747.61,0.0,75.49122601
1986-10-01,LM_RC65,24.03,3770.21,3746.18,0.0,66.4903437
1986-11-01,LM_RC65,23.1,3770.21,3747.11,0.0,45.38377788
1986-12-01,LM_RC65,27.71,3770.21,3742.5,0.0,47.46455265
1987-01-01,LM_RC65,21.61,3770.21,3748.6000000000004,0.0,36.037234085
1987-02-01,LM_RC65,20.72,3770.21,3749.49,0.0,36.52603543
1987-03-01,LM_RC65,31.53,3770.21,3738.68,1.0635290792000001e-05,49.47252904
1987-04-01,LM_RC65,27.29,3770.21,3742.92,0.0,64.93254045
1987-05-01,LM_RC65,30.7,3770.21,3739.51,0.0,68.4829732
1987-06-01,LM_RC65,40.18,3770.21,3730.03,0.0,82.84290661
1987-07-01,LM_RC65,35.18,3770.21,3735.03,0.0,80.00880604
1987-08-01,LM_RC65,34.87,3770.21,3735.34,0.000850183349253,81.44353746
1987-09-01,LM_RC65,30.87,3770.21,3739.34,0.0,61.69305795
1987-10-01,LM_RC65,26.84,3770.21,3743.37,0.0,64.46546431
1987-11-01,LM_RC65,22.96,3770.21,3747.25,0.0,52.47913376
1987-12-01,LM_RC65,23.12,3770.21,3747.09,0.0,41.51366945
1988-01-01,LM_RC65,23.12,3770.21,3747.09,0.0,37.96990011
1988-02-01,LM_RC65,23.3,3770.21,3746.91,0.0,47.97389832
1988-03-01,LM_RC65,25.22,3770.21,3744.99,0.0,52.01554873
1988-04-01,LM_RC65,23.32,3770.21,3746.89,0.0,65.00123407
1988-05-01,LM_RC65,22.8,3770.21,3747.41,0.0,65.94426047
1988-06-01,LM_RC65,30.38,3770.21,3739.83,0.0,83.48703579
1988-07-01,LM_RC65,25.78,3770.21,3744.43,0.0,79.39821004
1988-08-01,LM_RC65,22.62,3770.21,3747.59,0.0,80.00171196
1988-09-01,LM_RC65,22.26,3770.21,3747.95,0.0,72.06319474
1988-10-01,LM_RC65,28.49,3770.21,3741.72,0.0,66.93803896
1988-11-01,LM_RC65,28.63,3770.21,3741.58,0.0,45.06526858
1988-12-01,LM_RC65,21.74,3770.21,3748.47,0.0,40.51260233
1989-01-01,LM_RC65,28.12,3770.21,3742.09,0.0,47.47830396
1989-02-01,LM_RC65,25.64,3770.21,3744.57,0.0,50.48181371
1989-03-01,LM_RC65,27.72,3770.21,3742.49,2.1270498251000006e-05,68.312362
1989-04-01,LM_RC65,29.78,3770.21,3740.43,0.0,75.47850655
1989-05-01,LM_RC65,25.69,3770.21,3744.52,0.0,76.46140478
1989-06-01,LM_RC65,29.57,3770.21,3740.64,0.0,86.48396214
1989-07-01,LM_RC65,26.76,3770.21,3743.45,2.5919146323000005e-05,82.98823744
1989-08-01,LM_RC65,24.58,3770.21,3745.63,2.4744484355e-05,76.50171233
1989-09-01,LM_RC65,18.93,3770.21,3751.28,4.191733233000001e-05,78.46498912
1989-10-01,LM_RC65,26.12,3770.21,3744.09,0.0,57.45880939
1989-11-01,LM_RC65,25.94,3770.21,3744.27,0.0,52.06312015
1989-12-01,LM_RC65,26.88,3770.21,3743.33,0.0,44.49724569
1990-01-01,LM_RC65,24.06,3770.21,3746.15,3.3400033066e-05,39.53317168
1990-02-01,LM_RC65,25.46,3770.21,3744.75,0.0,42.04177664
1990-03-01,LM_RC65,20.49,3770.21,3749.72,0.0,55.54660365
1990-04-01,LM_RC65,20.25,3770.21,3749.96,0.0,62.60238572
1990-05-01,LM_RC65,20.68,3770.21,3749.53,0.0,78.87890719
1990-06-01,LM_RC65,23.85,3770.21,3746.36,0.0,86.0203246
1990-07-01,LM_RC65,18.23,3770.21,3751.98,0.00012493141693899998,81.95015253
1990-08-01,LM_RC65,17.2,3770.21,3753.01,0.0,80.97989954
1990-09-01,LM_RC65,16.98,3770.21,3753.23,0.0009878280486719999,71.29802322
1990-10-01,LM_RC65,23.37,3770.21,3746.84,0.0,66.42747911
1990-11-01,LM_RC65,22.4,3770.21,3747.81,0.0,58.96566959
1990-12-01,LM_RC65,22.56,3770.21,3747.65,0.0,28.97049812
1991-01-01,LM_RC65,18.96,3770.21,3751.25,4.4892070431000004e-05,39.90666507
1991-02-01,LM_RC65,18.77,3770.21,3751.44,0.0,48.40905787
1991-03-01,LM_RC65,14.92,3770.21,3755.29,0.0,53.53395841
1991-04-01,LM_RC65,14.07,3770.21,3756.14,0.0,64.92149079
1991-05-01,LM_RC65,18.01,3770.21,3752.2,6.220675117199999e-05,81.91075971
1991-06-01,LM_RC65,20.5,3770.21,3749.71,0.0,92.32802823
1991-07-01,LM_RC65,16.22,3770.21,3753.99,0.003186518587208,84.89780562
1991-08-01,LM_RC65,14.22,3770.21,3755.99,1.2372200511e-05,75.96965759999998
1991-09-01,LM_RC65,12.63,3770.21,3757.58,2.5916562999999996e-06,54.99206653
1991-10-01,LM_RC65,26.71,3770.21,3743.5,0.0,68.95944770000001
1991-11-01,LM_RC65,22.64,3770.21,3747.57,0.0,47.88712833
1991-12-01,LM_RC65,21.77,3770.21,3748.44,0.0,45.01112463
1992-01-01,LM_RC65,22.4,3770.21,3747.81,0.0,31.03093817
1992-02-01,LM_RC65,20.61,3770.21,3749.6,0.0,46.42579814
1992-03-01,LM_RC65,11.585,3770.21,3758.625,0.0,56.700414365
1992-04-01,LM_RC65,11.815,3770.21,3758.395,5.1999792e-06,61.391669375
1992-05-01,LM_RC65,16.94,3770.21,3753.27,0.00012441341901100005,71.01335814
1992-06-01,LM_RC65,20.36,3770.21,3749.85,5.183312599999999e-06,79.96068177
1992-07-01,LM_RC65,24.54,3770.21,3745.67,0.0,80.4817395
1992-08-01,LM_RC65,17.64,3770.21,3752.57,0.0,76.96821352
1992-09-01,LM_RC65,17.15,3770.21,3753.06,0.038513957776886015,76.95912911
1992-10-01,LM_RC65,12.78,3770.21,3757.43,0.0,69.40578239
1992-11-01,LM_RC65,18.87,3770.21,3751.34,0.0,54.985366000000006
1992-12-01,LM_RC65,18.95,3770.21,3751.26,0.0,35.47753448
1993-01-01,LM_RC65,18.22,3770.21,3751.99,2.4744484355e-05,43.96598856
1993-02-01,LM_RC65,17.15,3770.21,3753.06,0.014375103082691002,58.454033900000006
1993-03-01,LM_RC65,11.74,3770.21,3758.47,0.0,59.50996515
1993-04-01,LM_RC65,16.08,3770.21,3754.13,0.0,71.47831191
1993-05-01,LM_RC65,18.17,3770.21,3752.04,0.0,74.94385643
1993-06-01,LM_RC65,20.02,3770.21,3750.19,0.0003143799091420001,83.94648282
1993-07-01,LM_RC65,19.29,3770.21,3750.92,0.009618712691662002,79.03201219
1993-08-01,LM_RC65,17.09,3770.21,3753.12,0.13329594181409998,76.50932722
1993-09-01,LM_RC65,19.51,3770.21,3750.7,0.0,80.41052583
1993-10-01,LM_RC65,22.63,3770.21,3747.58,0.032986612886354,59.03065088
1993-11-01,LM_RC65,21.56,3770.21,3748.65,0.0,53.95785212
1993-12-01,LM_RC65,23.32,3770.21,3746.89,0.0,34.47161468
1994-01-01,LM_RC65,24.24,3770.21,3745.97,0.0,47.50784914
1994-02-01,LM_RC65,23.63,3770.21,3746.58,0.0,49.46801985
1994-03-01,LM_RC65,20.74,3770.21,3749.47,0.0,62.01087988
1994-04-01,LM_RC65,21.23,3770.21,3748.98,0.0,65.96542484
1994-05-01,LM_RC65,19.27,3770.21,3750.94,0.0,74.96239373
1994-06-01,LM_RC65,24.87,3770.21,3745.34,1.2372200511e-05,83.49915948
1994-07-01,LM_RC65,25.79,3770.21,3744.42,0.0,82.46849849
1994-08-01,LM_RC65,25.08,3770.21,3745.13,3.8876927825e-05,82.40494224
1994-09-01,LM_RC65,24.36,3770.21,3745.85,0.0,73.96227697
1994-10-01,LM_RC65,18.76,3770.21,3751.45,0.0,62.02196197
1994-11-01,LM_RC65,20.27,3770.21,3749.94,0.0,50.87496172
1994-12-01,LM_RC65,19.46,3770.21,3750.75,0.0,47.02523745
1995-01-01,LM_RC65,21.74,3770.21,3748.47,0.0005252735655640001,47.99600179
1995-02-01,LM_RC65,23.44,3770.21,3746.77,1.2999948e-06,56.5233407
1995-03-01,LM_RC65,19.47,3770.21,3750.74,0.0,62.46488333
1995-04-01,LM_RC65,17.77,3770.21,3752.44,0.0,47.27005359
1995-05-01,LM_RC65,19.73,3770.21,3750.48,0.0,77.39011652
1995-06-01,LM_RC65,21.51,3770.21,3748.7,0.0,82.48058039
1995-07-01,LM_RC65,22.12,3770.21,3748.09,0.0,82.46507382
1995-08-01,LM_RC65,21.58,3770.21,3748.63,0.0,85.00749775
1995-09-01,LM_RC65,19.19,3770.21,3751.02,0.113749747249191,72.57168219
1995-10-01,LM_RC65,21.63,3770.21,3748.58,0.0,66.98073305
1995-11-01,LM_RC65,22.64,3770.21,3747.57,0.0,47.51047089
1996-01-01,LM_RC65,22.495,3770.21,3747.715,0.0,49.720299929999996
1996-02-01,LM_RC65,23.39,3770.21,3746.82,0.0,59.45419378
1996-03-01,LM_RC65,21.81,3770.21,3748.4,0.0,59.98585550000001
1996-04-01,LM_RC65,16.51,3770.21,3753.7,0.0,65.45172655
1996-05-01,LM_RC65,22.65,3770.21,3747.56,0.0,78.99804329
1996-06-01,LM_RC65,25.39,3770.21,3744.82,0.0,83.96990011
1996-07-01,LM_RC65,21.65,3770.21,3748.56,0.0,86.45782994
1996-08-01,LM_RC65,19.26,3770.21,3750.95,0.000595348201931,77.45917127
1996-09-01,LM_RC65,17.65,3770.21,3752.56,0.0,70.95757607
1996-10-01,LM_RC65,25.03,3770.21,3745.18,0.0,43.05402682
1996-11-01,LM_RC65,22.16,3770.21,3748.05,0.0,46.05549553
1996-12-01,LM_RC65,18.66,3770.21,3751.55,0.0,46.47189111
1997-01-01,LM_RC65,18.57,3770.21,3751.64,0.0,49.87504643
1997-02-01,LM_RC65,20.26,3770.21,3749.95,0.0,40.16853699
1997-03-01,LM_RC65,16.38,3770.21,3753.83,0.0,59.43959199
1997-04-01,LM_RC65,15.14,3770.21,3755.07,0.0,70.95623065
1997-05-01,LM_RC65,16.69,3770.21,3753.52,0.0,79.39509385
1997-06-01,LM_RC65,17.32,3770.21,3752.89,0.0,83.40275127
1997-07-01,LM_RC65,17.35,3770.21,3752.86,0.073093135376289,76.00363616
1997-08-01,LM_RC65,17.69,3770.21,3752.52,0.0,82.49156599
1997-09-01,LM_RC65,18.12,3770.21,3752.09,0.0,73.47389832
1997-10-01,LM_RC65,23.9,3770.21,3746.31,0.0,58.46546431
1997-11-01,LM_RC65,25.3,3770.21,3744.91,0.0,53.49837592
1997-12-01,LM_RC65,21.53,3770.21,3748.68,0.024420745899959,43.00079964
1998-01-01,LM_RC65,18.59,3770.21,3751.62,0.0,46.00639714
1998-02-01,LM_RC65,17.0,3770.21,3753.21,0.0,42.51207017
1998-03-01,LM_RC65,20.52,3770.21,3749.69,0.0,53.57714334
1998-04-01,LM_RC65,19.03,3770.21,3751.18,0.00018909849360300004,63.95303208
1998-05-01,LM_RC65,21.0,3770.21,3749.21,0.0,78.92409389
1998-06-01,LM_RC65,23.78,3770.21,3746.43,0.0,87.49156599
1998-07-01,LM_RC65,21.39,3770.21,3748.82,0.00029438965577,82.01926695
1998-08-01,LM_RC65,17.1,3770.21,3753.11,0.0,81.97389832
1998-09-01,LM_RC65,19.27,3770.21,3750.94,0.0,75.59720993
1998-10-01,LM_RC65,20.21,3770.21,3750.0,1.2403117054000002e-05,60.94016227
1998-11-01,LM_RC65,21.2,3770.21,3749.01,0.0,54.5
1998-12-01,LM_RC65,20.06,3770.21,3750.15,0.0,47.92551122
1999-01-01,LM_RC65,19.5,3770.21,3750.71,0.0,56.99512931
1999-02-01,LM_RC65,20.77,3770.21,3749.44,0.0,56.46147937
1999-03-01,LM_RC65,17.2,3770.21,3753.01,0.0,65.94565422
1999-04-01,LM_RC65,18.36,3770.21,3751.85,0.0,62.03568124
1999-05-01,LM_RC65,19.4,3770.21,3750.81,0.0,78.41909761
1999-06-01,LM_RC65,19.28,3770.21,3750.93,0.0,88.01769716
1999-07-01,LM_RC65,16.64,3770.21,3753.57,0.0,80.48836742
1999-08-01,LM_RC65,20.87,3770.21,3749.34,0.0,80.48058039
1999-09-01,LM_RC65,15.94,3770.21,3754.27,0.0,74.49405491
1999-10-01,LM_RC65,18.1,3770.21,3752.11,0.0,64.90753688
1999-11-01,LM_RC65,19.08,3770.21,3751.13,0.0,50.57678676
1999-12-01,LM_RC65,17.04,3770.21,3753.17,0.0,43.99931953
2000-01-01,LM_RC65,17.79,3770.21,3752.42,0.0,56.98648257
2000-02-01,LM_RC65,20.35,3770.21,3749.86,0.0,52.53244829
2000-03-01,LM_RC65,16.63,3770.21,3753.58,0.0,65.45259449999999
2000-04-01,LM_RC65,17.65,3770.21,3752.56,0.0,90.66343915
2000-05-01,LM_RC65,21.1,3770.21,3749.11,0.0,84.98073305
2000-06-01,LM_RC65,19.38,3770.21,3750.83,0.002009368879159,77.03613498
2000-07-01,LM_RC65,18.05,3770.21,3752.16,0.004490807703364,83.51083294
2000-08-01,LM_RC65,21.85,3770.21,3748.36,1.405661044e-05,77.53213676
2000-09-01,LM_RC65,20.6,3770.21,3749.61,0.0,67.93652611
2000-10-01,LM_RC65,21.39,3770.21,3748.82,0.0,60.94939593
2000-11-01,LM_RC65,19.11,3770.21,3751.1,0.0,50.00079964
2000-12-01,LM_RC65,15.89,3770.21,3754.32,0.0,37.44096191
2001-01-01,LM_RC65,18.23,3770.21,3751.98,0.0,40.98073305
2001-02-01,LM_RC65,18.86,3770.21,3751.35,1.333328e-06,56.91086202
2001-03-01,LM_RC65,17.21,3770.21,3753.0,0.0,62.92852969
2001-04-01,LM_RC65,15.82,3770.21,3754.39,0.0,70.47993341
2001-05-01,LM_RC65,17.89,3770.21,3752.32,0.0,78.95303208
2001-06-01,LM_RC65,18.67,3770.21,3751.54,1.2723865771000003e-05,81.88352311
2001-07-01,LM_RC65,17.25,3770.21,3752.96,0.005734913560254001,85.46830082
2001-08-01,LM_RC65,18.17,3770.21,3752.04,0.0,77.31037676
2001-09-01,LM_RC65,17.28,3770.21,3752.93,0.0,72.48836742
2001-10-01,LM_RC65,20.27,3770.21,3749.94,0.0,70.45412041
2001-11-01,LM_RC65,19.86,3770.21,3750.35,0.0,47.94059986
2001-12-01,LM_RC65,18.19,3770.21,3752.02,0.0,35.95259419
2002-01-01,LM_RC65,18.32,3770.21,3751.89,0.0,37.97753448
2002-02-01,LM_RC65,19.39,3770.21,3750.82,0.0,50.54980443
2002-03-01,LM_RC65,16.59,3770.21,3753.62,0.0,62.89959150000001
2002-04-01,LM_RC65,16.77,3770.21,3753.44,0.0,71.91682157
2002-05-01,LM_RC65,17.22,3770.21,3752.99,0.0,75.93172826
2002-06-01,LM_RC65,19.09,3770.21,3751.12,0.0,85.50319857
2002-07-01,LM_RC65,17.35,3770.21,3752.86,0.0,80.99316527
2002-08-01,LM_RC65,18.14,3770.21,3752.07,0.0,85.46626395
2002-09-01,LM_RC65,16.53,3770.21,3753.68,0.0,73.47993341
2002-10-01,LM_RC65,17.76,3770.21,3752.45,0.0,54.0
2002-11-01,LM_RC65,19.46,3770.21,3750.75,0.0,49.02210347
2002-12-01,LM_RC65,17.19,3770.21,3753.02,0.0,41.17755184
2003-01-01,LM_RC65,18.14,3770.21,3752.07,0.0,47.59481162
2003-03-01,LM_RC65,17.825,3770.21,3752.385,2.5447814875e-05,54.21506449
2003-04-01,LM_RC65,18.23,3770.21,3751.98,0.0,64.5518838
2003-05-01,LM_RC65,20.57,3770.21,3749.64,0.0,78.45782994
2003-06-01,LM_RC65,22.22,3770.21,3747.99,0.0,79.18962324
2003-07-01,LM_RC65,21.56,3770.21,3748.65,0.0,86.54740581
2003-08-01,LM_RC65,17.69,3770.21,3752.52,0.0,82.76297095
2003-09-01,LM_RC65,20.59,3770.21,3749.62,0.0,75.98233233
2003-10-01,LM_RC65,21.89,3770.21,3748.32,0.0,69.88432276
2003-11-01,LM_RC65,18.95,3770.21,3751.26,0.0,43.49280322
2003-12-01,LM_RC65,19.37,3770.21,3750.84,0.0,48.47549761
2004-01-01,LM_RC65,19.3,3770.21,3750.91,0.0,49.93856299
2004-02-01,LM_RC65,19.95,3770.21,3750.26,0.0,50.01083294
2004-03-01,LM_RC65,21.02,3770.21,3749.19,0.0,69.47549761
2004-04-01,LM_RC65,23.23,3770.21,3746.98,0.0,65.88372447
2004-05-01,LM_RC65,27.34,3770.21,3742.87,7.428136954e-05,65.16815933
2004-06-01,LM_RC65,19.87,3770.21,3750.34,0.012823450789325,77.73702905
2004-07-01,LM_RC65,18.84,3770.21,3751.37,0.123187653247416,77.4614661
2004-08-01,LM_RC65,17.06,3770.21,3753.15,0.0,79.44299879
2004-09-01,LM_RC65,15.52,3770.21,3754.69,0.0,68.43412719
2004-10-01,LM_RC65,19.95,3770.21,3750.26,3.2111454887e-05,65.50683473
2004-11-01,LM_RC65,17.63,3770.21,3752.58,0.0,34.489966700000004
2004-12-01,LM_RC65,18.05,3770.21,3752.16,0.0,46.43776335
2005-01-01,LM_RC65,18.58,3770.21,3751.63,0.033134471044919,51.92089532
2005-02-01,LM_RC65,19.15,3770.21,3751.06,0.00041709733160400007,44.9659019
2007-02-01,LM_RC65,17.76,3770.21,3752.45,0.0,49.90794131
2008-02-01,LM_RC65,19.28,3770.21,3750.93,0.0,52.49142822
2009-01-01,LM_RC65,17.39,3770.21,3752.82,0.0,42.47389832
2010-01-01,LM_RC65,14.94,3770.21,3755.27,0.0,39.48393162
2011-01-01,LM_RC65,14.15,3770.21,3756.06,0.0,39.50523544
2012-06-01,LM_RC65,21.09,3770.21,3749.12,0.0,89.91486024
2012-10-01,LM_RC65,19.97,3770.21,3750.24,0.0,68.21556514
2013-01-01,LM_RC65,19.4,3770.21,3750.81,0.0,27.5
2014-02-01,LM_RC65,24.31,3770.21,3745.9,0.0,49.04740581
1952-04-01,LM_RC68,5.8,3773.0,3767.2,0.000346513697273,65.02073869
1952-05-01,LM_RC68,5.7575,3773.0,3767.2425,6.5934319595e-05,73.234500495
1952-06-01,LM_RC68,5.516875,3773.0,3767.4831249999997,0.071145693499421,81.650628799375
1952-07-01,LM_RC68,7.0,3773.0,3766.0,0.001225199099184,79.49457674000001
1953-02-01,LM_RC68,6.9,3773.0,3766.1,0.0,52.98120914
1954-11-01,LM_RC68,8.1,3773.0,3764.9,0.0,55.48646123
1955-01-01,LM_RC68,7.3,3773.0,3765.7,0.0,42.98001868
1955-04-01,LM_RC68,8.3,3773.0,3764.7,0.0,68.97899164
1955-06-01,LM_RC68,8.4,3773.0,3764.6,0.0,68.98256302
1956-01-01,LM_RC68,9.8,3773.0,3763.2,0.0,39.51745249
1956-04-01,LM_RC68,8.9,3773.0,3764.1,0.0,69.48644572
1956-06-01,LM_RC68,11.1,3773.0,3761.9,0.0,84.49355745
1957-01-01,LM_RC68,15.2,3773.0,3757.8,0.0,52.50779643
1957-10-01,LM_RC68,12.4,3773.0,3760.6,0.0,63.99373638
1958-01-01,LM_RC68,11.2,3773.0,3761.8,0.0,41.48272644
1959-01-01,LM_RC68,8.0,3773.0,3765.0,0.0,47.38515732
1960-01-01,LM_RC68,8.46,3773.0,3764.54,0.0007450644363970003,47.95473219
1962-01-01,LM_RC68,8.95,3773.0,3764.05,0.0,44.07021678
1962-12-01,LM_RC68,9.2,3773.0,3763.8,0.0,35.05150026
1963-12-01,LM_RC68,9.6,3773.0,3763.4,0.0,34.57590657
1964-12-01,LM_RC68,15.06,3773.0,3757.94,0.0,35.50787817
1966-01-01,LM_RC68,12.45,3773.0,3760.55,0.0,39.91296437
1966-12-01,LM_RC68,10.64,3773.0,3762.36,0.0,40.44237939
1967-12-01,LM_RC68,13.18,3773.0,3759.82,0.0,43.98566308
1969-01-01,LM_RC68,11.05,3773.0,3761.95,0.0,52.43685045
1970-01-01,LM_RC68,8.96,3773.0,3764.04,0.0,50.52278158
1970-06-01,LM_RC68,12.1,3773.0,3760.9,0.0,79.42949109
1971-01-01,LM_RC68,9.74,3773.0,3763.26,0.0,51.97965874
1971-12-01,LM_RC68,11.65,3773.0,3761.35,0.0,44.45839303
1972-01-01,LM_RC68,11.65,3773.0,3761.35,0.0,40.52239263
1973-02-01,LM_RC68,14.39,3773.0,3758.61,0.005595591950875999,46.49302244
1974-01-01,LM_RC68,10.23,3773.0,3762.77,0.0,58.40298464
1975-01-01,LM_RC68,8.24,3773.0,3764.76,0.0,56.44688216
1976-01-01,LM_RC68,8.84,3773.0,3764.16,0.0,45.89905801
1976-06-01,LM_RC68,9.81,3773.0,3763.19,0.0,78.41325649999997
1977-03-01,LM_RC68,9.14,3773.0,3763.86,0.0,43.46224525
1978-01-01,LM_RC68,18.3,3773.0,3754.7,0.0,43.91462267
1978-12-01,LM_RC68,12.73,3773.0,3760.27,0.0,43.92583025
1979-06-01,LM_RC68,13.52,3773.0,3759.48,0.0,78.79899564
1980-01-01,LM_RC68,10.38,3773.0,3762.62,0.0,47.00016085
1980-06-01,LM_RC68,10.3,3773.0,3762.7,0.0,82.35782569
1980-12-01,LM_RC68,11.28,3773.0,3761.72,0.0,35.99009749
1981-06-01,LM_RC68,10.05,3773.0,3762.95,0.0,87.89826091
1981-12-01,LM_RC68,10.91,3773.0,3762.09,0.0,43.03656058
1982-06-01,LM_RC68,11.03,3773.0,3761.97,1.0820790050000003e-05,87.43527867
1982-12-01,LM_RC68,12.64,3773.0,3760.36,0.0,30.63248671
1983-12-01,LM_RC68,10.47,3773.0,3762.53,0.0,42.43498234
1984-07-01,LM_RC68,9.78,3773.0,3763.22,2.1641580100000007e-05,73.61629696
1985-12-01,LM_RC68,8.89,3773.0,3764.11,0.0,41.52140415
1986-07-01,LM_RC68,8.33,3773.0,3764.67,0.000484941976891,82.47794434
1986-12-01,LM_RC68,8.25,3773.0,3764.75,0.0,47.4632633
1987-07-01,LM_RC68,9.78,3773.0,3763.22,0.0024498673671580003,84.46264947
1989-02-01,LM_RC68,10.69,3773.0,3762.31,0.0,56.36536832
1990-01-01,LM_RC68,10.93,3773.0,3762.07,0.0,43.01851799
1991-01-01,LM_RC68,10.76,3773.0,3762.24,0.0,41.04469091
1992-02-01,LM_RC68,9.13,3773.0,3763.87,1.0820790050000003e-05,50.51040637
1994-03-01,LM_RC68,11.28,3773.0,3761.72,0.0,50.99087748
1996-02-01,LM_RC68,10.89,3773.0,3762.11,0.0,55.53067568
2000-01-01,LM_RC68,10.89,3773.0,3762.11,0.0,39.95238154
1952-04-01,LM_RC69,5.52,3772.0,3766.48,0.0004142408430300001,65.019643355
1952-05-01,LM_RC69,5.6075,3772.0,3766.3925,7.620577850900003e-05,73.2320101375
1952-06-01,LM_RC69,5.37734375,3772.0,3766.62265625,0.07072958749718501,82.14820424828125
1952-07-01,LM_RC69,5.41,3772.0,3766.59,0.040955184678605996,76.18150370749999
1953-02-01,LM_RC69,5.4,3772.0,3766.6,0.0,52.97817524
1954-11-01,LM_RC69,7.1,3772.0,3764.9,0.0,55.48427009
1955-01-01,LM_RC69,7.5,3772.0,3764.5,0.0,42.97679936
1955-06-01,LM_RC69,8.8,3772.0,3763.2,0.0,68.97974823
1957-01-01,LM_RC69,23.1,3772.0,3748.9,0.0,50.97011448
1957-09-01,LM_RC69,20.6,3772.0,3751.4,0.0,78.95536883
1957-10-01,LM_RC69,18.9,3772.0,3753.1,0.0,63.99272508
1958-01-01,LM_RC69,15.3,3772.0,3756.7,0.0,41.47994534
1959-01-01,LM_RC69,8.3,3772.0,3763.7,0.0,47.38457594
1960-01-01,LM_RC69,8.8,3772.0,3763.2,0.0008776475727290001,47.94743391
1961-01-01,LM_RC69,9.65,3772.0,3762.35,0.0,37.54433003
1962-01-01,LM_RC69,9.4,3772.0,3762.6,0.0,44.08164843
1962-12-01,LM_RC69,9.32,3772.0,3762.68,0.0,35.10641955
1963-12-01,LM_RC69,10.7,3772.0,3761.3,0.0,34.5882756
1964-12-01,LM_RC69,17.15,3772.0,3754.85,0.0,35.50916471
1966-01-01,LM_RC69,16.11,3772.0,3755.89,0.0,39.89892131
1966-12-01,LM_RC69,11.9,3772.0,3760.1,0.0,40.4330855
1967-12-01,LM_RC69,18.18,3772.0,3753.82,0.0,43.9834003
1969-01-01,LM_RC69,9.99,3772.0,3762.01,0.0,52.42665185
1970-01-01,LM_RC69,9.31,3772.0,3762.69,0.0,52.41211121
