Well_ID,Date,WL_elev_ft,P (in),Tmean (F)
LM_RC80,1948-05-15,3764.09,0.000000000,74.976303430
LM_RC80,1948-06-15,3764.39,0.000000000,84.456902400
LM_RC80,1948-07-15,3764.79,0.000000000,84.477219420
LM_RC80,1948-08-15,3764.59,0.001796198,80.499542010
LM_RC80,1948-09-15,3764.19,0.000000000,76.479754080
LM_RC80,1948-10-15,3763.49,0.000704667,72.479367190
LM_RC80,1948-11-15,3763.39,0.000000000,51.478451200
LM_RC80,1948-12-15,3763.29,0.004228002,54.932432040
LM_RC80,1949-01-15,3763.29,0.000000000,40.506585500
LM_RC80,1949-02-15,3763.09,0.000000000,48.389650240
LM_RC80,1949-03-15,3763.39,0.000000000,57.473626570
LM_RC80,1949-04-15,3763.99,0.000000000,62.467783450
LM_RC80,1949-05-15,3763.59,0.000000000,69.460424150
LM_RC80,1949-06-15,3764.09,0.000000000,85.477148320
LM_RC80,1949-07-15,3764.19,0.005618911,83.471884960
LM_RC80,1949-08-15,3764.19,0.000000000,82.937959370
LM_RC80,1949-09-15,3764.09,0.498449173,70.974155660
LM_RC80,1949-10-15,3763.99,0.000000000,66.946163550
LM_RC80,1949-11-15,3763.89,0.000000000,52.979206770
LM_RC80,1949-12-15,3763.79,0.000000000,32.975000550
LM_RC80,1950-01-15,3763.79,0.000000000,39.986584290
LM_RC80,1950-02-15,3763.69,0.000000000,47.412573020
LM_RC80,1950-03-15,3763.79,0.000000000,52.983204730
LM_RC80,1950-04-15,3763.79,0.000000000,62.955986420
LM_RC80,1950-05-15,3763.89,0.000000000,68.981901850
LM_RC80,1950-06-15,3763.99,0.000000000,85.924614750
LM_RC80,1950-07-15,3763.79,0.029281590,77.521548800
LM_RC80,1950-08-15,3764.09,0.003012100,78.992640700
LM_RC80,1950-09-15,3763.69,0.000000000,73.933205830
LM_RC80,1950-10-15,3763.19,0.000000000,70.461655940
LM_RC80,1950-11-15,3762.89,0.000000000,56.547851130
LM_RC80,1950-12-15,3762.89,0.000000000,54.958205280
LM_RC80,1951-01-15,3762.89,0.000000000,38.959050170
LM_RC80,1951-02-15,3762.69,0.000000000,31.455212630
LM_RC80,1951-03-15,3762.69,0.000000000,52.445705560
LM_RC80,1951-04-15,3763.19,0.000000000,66.462958820
LM_RC80,1951-05-15,3762.89,0.000000000,67.028837000
LM_RC80,1951-06-15,3763.39,0.000000000,75.452148870
LM_RC80,1951-07-15,3763.39,0.156251330,81.986197390
LM_RC80,1951-08-15,3763.39,0.000000000,82.975845440
LM_RC80,1951-09-15,3762.99,0.000000000,74.973697670
LM_RC80,1951-10-15,3762.79,0.000000000,68.954754630
LM_RC80,1951-11-15,3762.59,0.000000000,59.955670620
LM_RC80,1951-12-15,3762.59,0.000000000,39.487500270
LM_RC80,1952-01-15,3762.59,0.000000000,49.932360950
LM_RC80,1952-02-15,3762.59,0.455511965,39.484120720
LM_RC80,1952-03-15,3762.29,0.000000000,51.432890030
LM_RC80,1952-04-15,3762.89,0.000000000,65.934966710
LM_RC80,1952-05-15,3762.99,0.000000000,74.477606310
LM_RC80,1952-06-15,3763.19,0.000320750,85.992253810
LM_RC80,1952-07-15,3763.09,0.001117997,81.472007890
LM_RC80,1952-08-15,3763.19,0.000000000,80.469860120
LM_RC80,1952-09-15,3762.89,0.000000000,82.920319210
LM_RC80,1952-10-15,3762.69,0.000000000,63.014189500
LM_RC80,1952-11-15,3762.79,0.000000000,53.051688680
LM_RC80,1952-12-15,3762.49,0.000000000,45.943557790
LM_RC80,1953-01-15,3762.59,0.000000000,43.487958270
LM_RC80,1953-02-15,3762.49,0.000000000,48.444860670
LM_RC80,1953-03-15,3763.19,0.000000000,57.425072750
LM_RC80,1953-04-15,3763.09,0.000000000,67.867785650
LM_RC80,1953-05-15,3763.09,0.000784184,62.968557240
LM_RC80,1953-06-15,3763.29,0.000000000,87.448769310
LM_RC80,1953-07-15,3763.09,0.000000000,79.488803160
LM_RC80,1953-08-15,3762.99,0.000000000,82.977148320
LM_RC80,1953-09-15,3763.29,0.000000000,77.459050170
LM_RC80,1953-10-15,3762.79,0.000000000,67.435811600
LM_RC80,1953-11-15,3762.79,0.000000000,52.980598970
LM_RC80,1953-12-15,3762.69,0.000000000,41.448311320
LM_RC80,1954-01-15,3762.69,0.005637335,44.364792990
LM_RC80,1954-02-15,3762.69,0.000000000,53.015105490
LM_RC80,1954-03-15,3762.39,0.000000000,49.928910290
LM_RC80,1954-04-15,3762.79,0.000000000,69.424685850
LM_RC80,1954-05-15,3762.79,0.000000000,77.949614200
LM_RC80,1954-06-15,3762.69,0.000000000,75.936269590
LM_RC80,1954-07-15,3762.59,0.000000000,82.006443310
LM_RC80,1954-08-15,3762.59,0.110295056,82.478451200
LM_RC80,1954-09-15,3760.38,0.000000000,79.949156210
LM_RC80,1954-10-15,3760.38,0.000000000,69.901376180
LM_RC80,1954-11-15,3759.59,0.000000000,52.922466980
LM_RC80,1954-12-15,3759.89,0.000000000,43.464648590
LM_RC80,1955-01-15,3762.39,0.202371243,45.972007890
LM_RC80,1955-02-15,3762.29,0.000000000,53.449156210
LM_RC80,1955-03-15,3758.19,0.000000000,62.437501370
LM_RC80,1955-04-15,3758.19,0.000000000,64.940107140
LM_RC80,1955-05-15,3757.89,0.000000000,72.969402130
LM_RC80,1955-06-15,3756.58,0.000000000,76.438804260
LM_RC80,1955-07-15,3759.08,0.070494509,82.976303430
LM_RC80,1955-08-15,3756.09,0.000000000,82.468099250
LM_RC80,1955-09-15,3756.49,0.000000000,77.461655940
LM_RC80,1955-10-15,3756.89,0.000000000,66.922466980
LM_RC80,1955-11-15,3757.09,0.000000000,51.449014020
LM_RC80,1955-12-15,3757.59,0.000000000,44.492640700
LM_RC80,1956-01-15,3757.89,0.000000000,51.882891130
LM_RC80,1956-02-15,3757.79,0.000000000,46.984049620
LM_RC80,1956-03-15,3756.49,0.000000000,47.469402130
LM_RC80,1956-04-15,3756.09,0.000000000,53.947008440
LM_RC80,1956-05-15,3755.59,0.000000000,68.957360400
LM_RC80,1956-06-15,3754.59,0.000000000,85.969015230
LM_RC80,1956-07-15,3753.59,0.000000000,84.466409470
LM_RC80,1956-08-15,3753.59,0.192056893,76.034893410
LM_RC80,1956-09-15,3753.29,0.000000000,77.934508720
LM_RC80,1956-10-15,3753.59,0.000000000,68.431058060
LM_RC80,1956-11-15,3754.19,0.000000000,45.067639050
LM_RC80,1956-12-15,3754.69,0.000000000,47.917642350
LM_RC80,1957-01-15,3755.39,0.000000000,56.481056960
LM_RC80,1957-02-15,3755.39,0.000000000,59.508133090
LM_RC80,1957-03-15,3754.29,0.000000000,55.909122370
LM_RC80,1957-04-15,3753.19,0.000000000,67.965564580
LM_RC80,1957-05-15,3753.09,0.000000000,68.454367740
LM_RC80,1957-06-15,3752.49,0.000000000,80.989261150
LM_RC80,1957-07-15,3752.39,0.000000000,84.492253810
LM_RC80,1957-08-15,3752.99,0.014253998,81.466867460
LM_RC80,1957-09-15,3754.09,0.000000000,73.476690330
LM_RC80,1957-10-15,3754.19,0.000079857,64.965396870
LM_RC80,1957-11-15,3754.79,0.000000000,50.039188950
LM_RC80,1957-12-15,3755.19,0.000000000,44.508133090
LM_RC80,1958-01-15,3755.69,0.000000000,38.967712350
LM_RC80,1958-02-15,3755.89,0.000000000,52.397080640
LM_RC80,1958-03-15,3756.09,0.000000000,52.928523400
LM_RC80,1958-04-15,3756.59,0.000000000,59.430213180
LM_RC80,1958-05-15,3757.19,0.057782688,74.939262250
LM_RC80,1958-06-15,3757.49,0.000000000,80.959096280
LM_RC80,1958-07-15,3758.19,0.000000000,90.937114480
LM_RC80,1958-08-15,3763.69,0.000000000,82.469402130
LM_RC80,1958-09-15,3763.99,0.000000000,68.512499730
LM_RC80,1958-10-15,3763.79,0.000000000,60.988803160
LM_RC80,1958-11-15,3763.69,0.000000000,56.459096280
LM_RC80,1958-12-15,3763.79,0.000000000,36.992253810
LM_RC80,1959-01-15,3763.69,0.000000000,47.005985320
LM_RC80,1959-02-15,3763.69,0.000000000,45.958276380
LM_RC80,1959-03-15,3763.99,0.000000000,56.961197940
LM_RC80,1959-04-15,3764.19,0.000000000,60.289575740
LM_RC80,1959-05-15,3764.39,0.025286056,74.415645530
LM_RC80,1959-06-15,3764.19,0.000000000,84.313179080
LM_RC80,1959-07-15,3764.49,0.017727580,84.928133650
LM_RC80,1959-08-15,3764.79,0.000247458,74.543982050
LM_RC80,1959-09-15,3764.49,0.000000000,70.304475920
LM_RC80,1959-10-15,3764.19,0.000000000,60.940690150
LM_RC80,1959-11-15,3763.89,0.000038506,47.068282450
LM_RC80,1959-12-15,3763.89,0.151857026,33.450830310
LM_RC80,1960-01-15,3763.79,0.000000000,38.741753220
LM_RC80,1960-02-15,3763.79,0.000000000,41.903358460
LM_RC80,1960-03-15,3763.99,0.000000000,50.557697530
LM_RC80,1960-04-15,3764.39,0.000000000,62.928574130
LM_RC80,1960-05-15,3764.39,0.000000000,76.742112470
LM_RC80,1960-06-15,3763.59,0.000000000,80.919511720
LM_RC80,1960-07-15,3763.89,0.000077012,74.703474570
LM_RC80,1960-08-15,3764.09,0.000000000,74.550978790
LM_RC80,1960-09-15,3763.99,0.000000000,77.962599930
LM_RC80,1960-10-15,3763.59,0.001237288,63.254626510
LM_RC80,1960-11-15,3763.39,0.000000000,46.335429170
LM_RC80,1960-12-15,3763.29,0.000000000,31.969412770
LM_RC80,1961-01-15,3763.19,0.000000000,41.521259670
LM_RC80,1961-02-15,3763.09,0.000000000,52.012475260
LM_RC80,1961-03-15,3763.19,0.000000000,60.526644090
LM_RC80,1961-04-15,3763.59,0.000000000,52.609570150
LM_RC80,1961-05-15,3763.69,0.000000000,65.932346230
LM_RC80,1961-06-15,3763.79,0.157225205,80.846657440
LM_RC80,1961-07-15,3763.79,0.000000000,83.382992620
LM_RC80,1961-08-15,3763.79,0.275513374,74.013728340
LM_RC80,1961-09-15,3763.89,0.035455160,69.083541880
LM_RC80,1961-10-15,3763.39,0.000000000,56.626257990
LM_RC80,1961-11-15,3763.39,0.000661015,28.359810820
LM_RC80,1961-12-15,3763.39,0.027087926,45.900480200
LM_RC80,1962-01-15,3763.19,0.000000000,27.617101470
LM_RC80,1962-02-15,3763.09,0.080544228,49.102201290
LM_RC80,1962-03-15,3763.29,0.017727580,26.849414090
LM_RC80,1962-04-15,3762.99,0.000000000,67.453071310
LM_RC80,1962-05-15,3763.99,0.000000000,66.484918480
LM_RC80,1962-06-15,3763.99,0.000000000,73.279878560
LM_RC80,1962-07-15,3764.29,0.000000000,76.978556420
LM_RC80,1962-08-15,3764.19,0.000000000,81.031147540
LM_RC80,1962-09-15,3764.19,0.000000000,77.419404390
LM_RC80,1962-10-15,3763.89,0.000000000,65.619076540
LM_RC80,1962-11-15,3763.69,0.026591370,60.516315740
LM_RC80,1962-12-15,3763.59,0.000000000,41.134961160
LM_RC80,1963-01-15,3763.39,0.000000000,21.448121300
LM_RC80,1963-02-15,3763.19,0.000000000,33.325635400
LM_RC80,1963-03-15,3763.39,0.000000000,47.706027770
LM_RC80,1963-04-15,3763.59,0.000000000,70.704434390
LM_RC80,1963-05-15,3763.29,0.000000000,74.264178650
LM_RC80,1963-06-15,3763.29,0.000000000,80.980168750
LM_RC80,1963-07-15,3763.49,0.000000000,84.924930220
LM_RC80,1963-08-15,3763.49,0.085929646,75.964652740
LM_RC80,1963-09-15,3764.19,0.000618644,71.915833720
LM_RC80,1963-10-15,3763.69,0.000000000,68.441502740
LM_RC80,1963-11-15,3763.39,0.000000000,57.771211940
LM_RC80,1963-12-15,3763.29,0.000000000,35.467253000
LM_RC80,1964-01-15,3763.29,0.000000000,26.175346440
LM_RC80,1964-02-15,3763.09,0.000000000,28.123379720
LM_RC80,1964-03-15,3762.99,0.000000000,43.610185970
LM_RC80,1964-04-15,3763.19,0.000000000,65.363067270
LM_RC80,1964-05-15,3761.99,0.000000000,74.439595050
LM_RC80,1964-06-15,3761.69,0.000000000,77.878318770
LM_RC80,1964-07-15,3759.49,0.000000000,75.769109720
LM_RC80,1964-08-15,3758.59,0.000385059,72.674161740
LM_RC80,1964-09-15,3757.09,0.011061531,70.042161400
LM_RC80,1964-10-15,3757.89,0.000000000,59.036972440
LM_RC80,1964-11-15,3758.29,0.000000000,51.468424840
LM_RC80,1964-12-15,3758.69,0.000000000,33.889630120
LM_RC80,1965-01-15,3759.09,0.000000000,48.026738190
LM_RC80,1965-02-15,3758.89,0.000000000,35.279254160
LM_RC80,1965-03-15,3758.79,0.000000000,51.056979030
LM_RC80,1965-04-15,3756.89,0.000000000,55.088032470
LM_RC80,1965-05-15,3756.99,0.000000000,66.383351870
LM_RC80,1965-06-15,3756.99,0.000000000,78.369969920
LM_RC80,1965-07-15,3757.09,0.000000000,78.584260370
LM_RC80,1965-08-15,3757.89,0.022583496,75.027815930
LM_RC80,1965-09-15,3758.49,0.000000000,74.990043750
LM_RC80,1965-10-15,3758.49,0.000000000,69.811926010
LM_RC80,1965-11-15,3758.99,0.000000000,56.420405550
LM_RC80,1965-12-15,3759.29,0.176012931,45.701902510
LM_RC80,1966-01-15,3759.59,0.000000000,38.400758210
LM_RC80,1966-02-15,3759.79,0.000000000,36.953605900
LM_RC80,1966-03-15,3759.39,0.000000000,62.772075300
LM_RC80,1966-04-15,3762.59,0.000000000,65.260053380
LM_RC80,1966-05-15,3762.99,0.000000000,71.523312480
LM_RC80,1966-06-15,3763.39,0.000000000,80.797385070
LM_RC80,1966-07-15,3763.79,0.000123729,84.811485520
LM_RC80,1966-08-15,3764.49,0.034440129,79.576904380
LM_RC80,1966-09-15,3764.39,0.039845322,76.651120490
LM_RC80,1966-10-15,3763.79,0.000000000,59.473456090
LM_RC80,1966-11-15,3763.79,0.000000000,61.245431210
LM_RC80,1966-12-15,3763.79,0.000000000,41.989244020
LM_RC80,1967-01-15,3763.69,0.000000000,46.915658390
LM_RC80,1967-02-15,3763.29,0.000000000,55.218237890
LM_RC80,1967-03-15,3763.39,0.000000000,59.331038760
LM_RC80,1967-04-15,3763.39,0.000000000,56.147449280
LM_RC80,1967-05-15,3763.29,0.000000000,62.747137640
LM_RC80,1967-06-15,3762.49,0.000000000,76.779084910
LM_RC80,1967-07-15,3762.39,0.014228809,79.672224310
LM_RC80,1967-08-15,3762.69,0.217160325,76.883351870
LM_RC80,1967-09-15,3762.89,0.014270784,76.300344570
LM_RC80,1967-10-15,3762.59,0.159548219,70.656239770
LM_RC80,1967-11-15,3762.69,0.000000000,56.734662380
LM_RC80,1967-12-15,3762.69,0.281517089,31.917608530
LM_RC80,1968-01-15,3762.59,0.000000000,42.476768760
LM_RC80,1968-02-15,3762.59,0.000000000,38.363488820
LM_RC80,1968-03-15,3762.49,0.000000000,55.755387460
LM_RC80,1968-04-15,3762.89,0.000000000,61.591778840
LM_RC80,1968-05-15,3762.99,0.000000000,66.943649650
LM_RC80,1968-06-15,3763.09,0.000000000,82.384604950
LM_RC80,1968-07-15,3762.99,0.005436489,85.842179710
LM_RC80,1968-08-15,3763.79,0.000000000,77.765437800
LM_RC80,1968-09-15,3764.69,0.000385059,72.502959500
LM_RC80,1968-10-15,3763.79,0.059306762,74.743032020
LM_RC80,1968-11-15,3763.89,0.577778898,49.934771150
LM_RC80,1968-12-15,3763.69,0.000000000,41.076451040
LM_RC80,1969-01-15,3763.49,0.204142220,55.304557150
LM_RC80,1969-02-15,3763.19,0.000000000,49.866291920
LM_RC80,1969-03-15,3763.49,0.000712557,42.790959540
LM_RC80,1969-04-15,3763.79,0.000000000,67.301063070
LM_RC80,1969-05-15,3763.79,0.000000000,70.890442710
LM_RC80,1969-06-15,3764.39,0.017727580,79.441143500
LM_RC80,1969-07-15,3764.89,0.020866842,84.822676840
LM_RC80,1969-08-15,3765.39,0.000000000,86.810300820
LM_RC80,1969-09-15,3764.99,0.028580074,70.695879680
LM_RC80,1969-10-15,3764.19,0.000000000,66.784631800
LM_RC80,1969-11-15,3764.39,0.000000000,50.845926080
LM_RC80,1969-12-15,3764.39,0.000000000,50.912874220
LM_RC80,1970-01-15,3763.49,0.000000000,46.804835160
LM_RC80,1970-02-15,3763.29,0.000000000,49.842179710
LM_RC80,1970-03-15,3763.99,0.000000000,57.822763220
LM_RC80,1970-04-15,3764.09,0.000000000,61.759890910
LM_RC80,1970-05-15,3764.19,0.000000000,72.973103620
LM_RC80,1970-06-15,3764.29,0.000000000,82.671580430
LM_RC80,1970-07-15,3764.79,0.000000000,86.381192100
LM_RC80,1970-08-15,3764.79,0.004631622,84.194289950
LM_RC80,1970-09-15,3764.59,0.000000000,75.683521110
LM_RC80,1970-10-15,3763.99,0.000000000,62.220568710
LM_RC80,1970-11-15,3763.89,0.000000000,44.763372130
LM_RC80,1970-12-15,3763.79,0.020279342,46.924083550
LM_RC80,1971-01-15,3763.49,0.000000000,48.885789650
LM_RC80,1971-02-15,3763.39,0.000000000,56.738874950
LM_RC80,1971-03-15,3763.79,0.000000000,55.316869940
LM_RC80,1971-04-15,3763.89,0.005704126,63.412142870
LM_RC80,1971-05-15,3763.79,0.000000000,74.697330690
LM_RC80,1971-06-15,3763.59,0.000000000,84.452352820
LM_RC80,1971-07-15,3763.79,0.000000000,86.733050050
LM_RC80,1971-08-15,3764.19,0.003881941,78.842979440
LM_RC80,1971-09-15,3763.79,0.000000000,77.872861040
LM_RC80,1971-10-15,3763.69,0.000000000,70.320351170
LM_RC80,1971-11-15,3763.29,0.404268375,59.321813870
LM_RC80,1971-12-15,3763.49,0.000000000,41.360907500
LM_RC80,1972-01-15,3763.09,0.000000000,40.554750880
LM_RC80,1972-02-15,3762.99,0.000000000,49.077250770
LM_RC80,1972-03-15,3763.29,0.000000000,67.792000650
LM_RC80,1972-04-15,3762.99,0.000000000,55.243074670
LM_RC80,1972-05-15,3763.09,0.000000000,65.830226170
LM_RC80,1972-06-15,3762.89,0.000464625,83.266250400
LM_RC80,1972-07-15,3763.09,0.000000000,86.330585420
LM_RC80,1972-08-15,3763.59,0.925621234,79.286684610
LM_RC80,1972-09-15,3763.09,0.049755439,71.979634160
LM_RC80,1972-10-15,3762.89,0.000000000,77.713124700
LM_RC80,1972-11-15,3763.29,0.000000000,50.843792040
LM_RC80,1972-12-15,3763.39,0.000000000,37.950924400
LM_RC80,1973-01-15,3763.39,0.000000000,45.806040920
LM_RC80,1973-02-15,3763.49,0.000000000,45.810300820
LM_RC80,1973-03-15,3763.29,0.000000000,44.810741310
LM_RC80,1973-04-15,3763.99,0.000000000,61.746765530
LM_RC80,1973-05-15,3763.79,0.002137672,59.806515870
LM_RC80,1973-06-15,3763.59,0.000000000,71.855272260
LM_RC80,1973-07-15,3763.79,1.005277287,72.686487390
LM_RC80,1973-08-15,3763.99,0.000000000,78.210806990
LM_RC80,1973-09-15,3765.09,0.000000000,78.803663320
LM_RC80,1973-10-15,3764.89,0.000000000,64.330226170
LM_RC80,1973-11-15,3763.99,0.000000000,53.444021760
LM_RC80,1973-12-15,3764.09,0.000000000,47.995359790
LM_RC80,1974-01-15,3763.79,0.000000000,49.013009850
LM_RC80,1974-02-15,3763.69,0.000000000,47.930361800
LM_RC80,1974-03-15,3763.09,0.000000000,62.745071970
LM_RC80,1974-04-15,3764.59,0.000000000,59.819376100
LM_RC80,1974-05-15,3764.49,0.000000000,74.801503550
LM_RC80,1974-06-15,3764.29,0.002137672,82.849257690
LM_RC80,1974-07-15,3764.59,0.153198227,77.777540960
LM_RC80,1974-08-15,3764.69,0.011552540,81.809406990
LM_RC80,1974-09-15,3764.59,0.025206254,69.370423260
LM_RC80,1974-10-15,3763.89,0.000000000,53.994615580
LM_RC80,1974-11-15,3763.99,0.000000000,54.152814060
LM_RC80,1974-12-15,3764.49,0.000000000,38.779153280
LM_RC80,1975-01-15,3764.69,0.000000000,45.852285570
LM_RC80,1975-02-15,3764.09,0.000000000,56.073232470
LM_RC80,1975-03-15,3764.29,0.000000000,48.908648780
LM_RC80,1975-04-15,3764.39,0.000000000,61.124638880
LM_RC80,1975-05-15,3764.69,0.000000000,69.606785980
LM_RC80,1975-06-15,3764.89,0.000000000,83.248762820
LM_RC80,1975-07-15,3764.89,0.000000000,79.554913360
LM_RC80,1975-08-15,3764.79,0.000000000,79.818110160
LM_RC80,1975-09-15,3764.59,0.000000000,72.688614660
LM_RC80,1975-10-15,3763.99,0.000000000,58.468424840
LM_RC80,1975-11-15,3764.19,0.000000000,51.875007950
LM_RC80,1975-12-15,3763.69,0.000000000,40.014194550
LM_RC80,1976-01-15,3763.69,0.000000000,46.849779420
LM_RC80,1976-02-15,3763.89,0.000000000,52.795552500
LM_RC80,1976-03-15,3764.29,0.000000000,57.218055770
LM_RC80,1976-04-15,3764.49,0.293031005,53.738056280
LM_RC80,1976-05-15,3764.79,0.000000000,77.630476650
LM_RC80,1976-06-15,3765.09,0.000000000,78.326385700
LM_RC80,1976-07-15,3765.19,0.117241458,79.965546580
LM_RC80,1976-08-15,3764.79,0.000000000,82.349338930
LM_RC80,1976-09-15,3764.19,0.000231035,74.476850000
LM_RC80,1976-10-15,3764.19,0.000866581,59.333613300
LM_RC80,1976-11-15,3763.19,0.000000000,31.936344890
LM_RC80,1976-12-15,3765.19,0.000000000,40.877073620
LM_RC80,1977-01-15,3763.79,0.000000000,39.973450010
LM_RC80,1977-02-15,3764.69,0.000000000,47.342166850
LM_RC80,1977-03-15,3764.39,0.000000000,53.762119060
LM_RC80,1977-04-15,3764.19,0.000247458,59.698936930
LM_RC80,1977-05-15,3763.79,0.000000000,73.680370920
LM_RC80,1977-06-15,3763.59,0.000000000,86.708099530
LM_RC80,1977-07-15,3763.29,0.002056912,82.348526340
LM_RC80,1977-08-15,3763.89,0.019691946,81.819735340
LM_RC80,1977-09-15,3763.49,0.000000000,78.154161230
LM_RC80,1977-10-15,3763.39,0.000000000,63.853389030
LM_RC80,1977-11-15,3761.99,0.000000000,53.432786710
LM_RC80,1977-12-15,3763.19,0.000000000,50.236355940
LM_RC80,1978-01-15,3763.19,0.071370732,43.534248530
LM_RC80,1978-02-15,3763.09,0.003206508,44.246765530
LM_RC80,1978-03-15,3762.69,0.000000000,50.958096490
LM_RC80,1978-04-15,3762.19,0.000000000,64.987165490
LM_RC80,1978-05-15,3762.39,0.000000000,81.115948580
LM_RC80,1978-06-15,3762.09,0.000000000,88.203608940
LM_RC80,1978-07-15,3762.29,0.000000000,89.706046720
LM_RC80,1978-08-15,3761.99,0.000000000,81.734675240
LM_RC80,1978-09-15,3762.79,0.000356279,77.809047740
LM_RC80,1978-10-15,3762.39,0.000000000,64.202261760
LM_RC80,1978-11-15,3762.69,0.001390037,59.688999630
LM_RC80,1978-12-15,3762.79,0.000000000,48.539125430
LM_RC80,1979-01-15,3762.89,0.000000000,43.171845580
LM_RC80,1979-02-15,3762.99,0.000000000,58.718774270
LM_RC80,1979-03-15,3762.59,0.000000000,56.348004620
LM_RC80,1979-04-15,3763.09,0.000000000,68.238899720
LM_RC80,1979-05-15,3763.89,0.000000000,77.039856780
LM_RC80,1979-06-15,3764.09,0.000000000,80.702261760
LM_RC80,1979-07-15,3764.49,0.000000000,92.240940630
LM_RC80,1979-08-15,3765.09,1.879645832,71.015631530
LM_RC80,1979-09-15,3764.99,0.296764152,61.409908640
LM_RC80,1979-10-15,3761.99,0.000000000,67.316497830
LM_RC80,1979-11-15,3763.69,0.000000000,51.787869310
LM_RC80,1979-12-15,3763.59,0.000000000,37.424429930
LM_RC80,1980-01-15,3763.59,0.001425114,51.637026830
LM_RC80,1980-02-15,3763.59,0.004602387,56.708899260
LM_RC80,1980-03-15,3763.79,0.000000000,54.543819520
LM_RC80,1980-04-15,3764.39,0.000000000,55.835956980
LM_RC80,1980-05-15,3764.79,0.000000000,66.835610590
LM_RC80,1980-06-15,3764.69,0.000000000,85.671152800
LM_RC80,1980-07-15,3765.19,0.000000000,86.729718440
LM_RC80,1980-08-15,3765.19,0.001313025,80.751777840
LM_RC80,1980-09-15,3765.19,0.068984862,70.243452890
LM_RC80,1980-10-15,3764.79,0.002137672,65.976315410
LM_RC80,1980-11-15,3764.19,0.088637899,51.612298120
LM_RC80,1980-12-15,3764.29,0.000000000,45.747294090
LM_RC80,1981-01-15,3763.99,0.000000000,46.263372130
LM_RC80,1981-02-15,3763.89,0.000000000,50.390801960
LM_RC80,1981-03-15,3764.09,0.000000000,48.904436200
LM_RC80,1981-04-15,3764.79,0.156322430,59.192808300
LM_RC80,1981-05-15,3765.19,0.000000000,74.694653640
LM_RC80,1981-06-15,3765.29,0.000000000,87.545044430
LM_RC80,1981-07-15,3765.69,0.001794067,82.979728260
LM_RC80,1981-08-15,3765.89,0.003410940,76.881192100
LM_RC80,1981-09-15,3765.49,0.003135676,79.678577170
LM_RC80,1981-10-15,3764.69,0.000000000,70.098901490
LM_RC80,1981-11-15,3764.49,0.000000000,55.580141890
LM_RC80,1981-12-15,3764.29,0.000000000,47.350485050
LM_RC80,1982-01-15,3764.19,0.000000000,34.665257520
LM_RC80,1982-02-15,3763.89,0.000000000,49.391614550
LM_RC80,1982-03-15,3764.09,0.000000000,51.162971300
LM_RC80,1982-04-15,3764.59,0.000000000,66.717709380
LM_RC80,1982-05-15,3764.79,0.000000000,68.656226910
LM_RC80,1982-06-15,3765.19,0.000000000,83.967340320
LM_RC80,1982-07-15,3765.39,0.001359122,84.907754950
LM_RC80,1982-08-15,3765.49,0.000000000,80.780202470
LM_RC80,1982-09-15,3765.79,0.000371186,69.935211630
LM_RC80,1982-10-15,3764.79,0.000000000,57.428574130
LM_RC80,1982-11-15,3764.49,0.000000000,51.243724790
LM_RC80,1982-12-15,3763.99,0.017054699,39.925695870
LM_RC80,1983-01-15,3764.09,0.000000000,43.720290700
LM_RC80,1983-02-15,3763.99,0.000000000,46.443555550
LM_RC80,1983-03-15,3764.19,0.044318950,59.904637260
LM_RC80,1983-04-15,3764.79,0.000000000,49.014900180
LM_RC80,1983-05-15,3765.19,0.000000000,60.871167480
LM_RC80,1983-06-15,3765.49,0.000000000,76.400707240
LM_RC80,1983-07-15,3765.89,0.000000000,86.694093180
LM_RC80,1983-08-15,3765.19,0.000000000,81.298651010
LM_RC80,1983-09-15,3765.89,0.000115518,79.239234200
LM_RC80,1983-10-15,3764.09,0.000000000,64.058604220
LM_RC80,1983-11-15,3764.79,0.000000000,53.406949140
LM_RC80,1983-12-15,3764.09,0.000000000,43.478808710
LM_RC80,1984-01-15,3764.29,0.000000000,43.575279200
LM_RC80,1984-02-01,3764.39,0.000000000,38.759953210
LM_RC80,1984-02-15,3763.79,0.000000000,48.083913990
LM_RC80,1984-03-15,3763.99,0.000000000,62.247496880
LM_RC80,1984-04-15,3764.89,0.000000000,68.059504130
LM_RC80,1984-05-15,3765.29,0.024387809,78.353055510
LM_RC80,1984-06-15,3765.49,0.006927224,78.426961810
LM_RC80,1984-06-26,3765.75,0.000000000,80.062803940
LM_RC80,1984-07-15,3765.69,0.000000000,78.094682830
LM_RC80,1984-08-15,3765.89,0.083197105,76.093575810
LM_RC80,1984-09-15,3765.79,0.000000000,83.714403500
LM_RC80,1984-10-15,3765.49,0.000000000,66.242993440
LM_RC80,1984-11-15,3764.99,0.000000000,63.546147900
LM_RC80,1984-12-15,3764.79,0.755620878,31.114154830
LM_RC80,1985-01-15,3764.69,0.000000000,35.692198560
LM_RC80,1985-02-01,3764.29,0.000000000,47.661792740
LM_RC80,1985-02-15,3763.69,0.000000000,46.980527990
LM_RC80,1985-03-15,3764.69,0.221088131,43.225803510
LM_RC80,1985-04-15,3764.99,0.000000000,68.781218960
LM_RC80,1985-05-15,3765.49,0.000000000,67.195889410
LM_RC80,1985-06-15,3765.99,0.001016693,80.932262630
LM_RC80,1985-07-15,3765.99,0.000224099,85.325945210
