id,CWF-4B,CWF-4B,CWF-4B,LC-1A,LC-1A,LC-1A,LC-1B,LC-1B,LC-1B,LC-1C,LC-1C,LC-1C,LC-2A,LC-2A,LC-2A,LC-2B,LC-2B,LC-2B,LC-2C,LC-2C,LC-2C,LC-3A,LC-3A,LC-3A,LC-3C,LC-3C,LC-3C,M-1B,M-1B,M-1B,M-1C,M-1C,M-1C,M-2A,M-2A,M-2A,M-2B,M-2B,M-2B,M-2C,M-2C,M-2C,M-4A,M-4A,M-4A,M-4B,M-4B,M-4B,M-4C,M-4C,M-4C
1989-09-01,78.47793909,0.000326148,3765.29,69.52364012,0.28140309,3884.15,76.50467287,0.0,3886.4,76.50467287,0.0,3885.97,75.06897097,0.0,3876.25,75.06897097,0.0,3882.33,72.02370431,0.0,3884.94,75.96849362,0.151326786,3876.21,69.51198676,0.300649141,3880.25,69.56378169,0.221801824,3851.71,71.14857946,0.0,3852.69,77.48681219,0.004643904,3851.03,77.93247116,0.0,3851.96,72.13877429,0.0,3852.97,75.155445,0.0,3851.45,75.155445,0.0,3852.45,68.55094258,0.0,3853.81
1989-10-01,50.00049194,0.0,3761.55,70.36592112,0.0,3883.53,63.42136934,0.0,3885.19,63.9658881,0.0,3884.72,71.02366313,0.172842297,3875.73,70.37015816,0.0,3881.55,63.96718101,0.0,3883.86,61.93321763,0.0,3875.59,63.98580367,0.0,3879.46,58.10803231,0.0,3851.26,64.01936941,0.0,3851.87,64.66371544,0.007199047,3850.84,55.16968473,0.0,3851.53,64.01843084,0.0,3852.08,56.01826231,0.0,3850.77,62.58007908,0.0,3851.92,64.01306923,0.0,3853.5
1989-11-01,52.04007675,0.0,3760.43,49.03098503,0.0,3883.46,55.95344537,0.0,3884.95,57.34595211,0.0,3884.5,48.95434024,0.0,3876.12,48.95434024,0.0,3881.32,55.95515289,0.0,3883.49,49.46269231,0.0,3875.46,57.42664195,0.0,3878.34,48.96559765,0.0,3851.13,57.26715419,0.0,3851.53,55.04533639,0.0,3850.99,57.27444727,0.0,3851.38,57.27444727,0.0,3851.61,54.92560047,0.0,3850.88,54.55217122,0.0,3851.86,57.34749876,0.0,3853.05
1989-12-01,44.4985019,0.0,3762.11,41.53738775,0.0,3883.35,38.53905823,0.0,3884.85,29.28631814,0.0,3884.38,42.33693434,0.0,3876.21,41.53618143,0.0,3881.22,29.27812488,0.0,3883.38,29.14714988,0.0,3875.3,49.41578909,0.0,3877.44,44.09163941,0.0,3850.77,47.3863019,0.0,3851.41,35.67746777,0.0,3850.61,29.78943242,0.0,3851.1,30.81018082,0.0,3851.43,43.43165267,0.0,3850.64,43.79972075,0.0,3851.48,49.37669296,0.0,3852.67
1990-01-01,39.52134984,0.000256423,3762.66,35.02254912,0.0,3883.25,43.06773929,0.0,3884.75,48.90667951,0.0,3884.28,48.90978915,0.0,3875.98,48.90978915,0.0,3881.05,48.90978915,0.0,3883.27,46.95100076,0.0,3874.87,46.95100076,0.0,3876.71,39.36720935,0.0,3850.55,48.89532654,0.0,3851.29,39.37164623,0.0,3850.44,40.50918183,0.0,3850.91,48.89844178,0.0,3851.3,40.50584109,0.0,3850.24,49.88011977,0.0,3851.12,46.9465393,0.0,3852.39
1990-02-01,42.02751836,0.0,3762.51,42.50740447,0.0,3883.14,47.40358233,0.001368435,3884.7,36.58913231,0.0,3884.28,44.86614779,0.009034573,3875.3,38.39585443,0.0,3880.89,47.40671796,0.001326489,3883.22,51.03173118,0.0,3874.16,43.89061012,0.0,3876.01,44.88253066,0.007148403,3850.23,38.27940118,0.0,3851.3,38.28657195,0.0,3849.93,44.88578554,0.007256738,3850.62,42.54498201,0.0,3851.22,43.79050398,0.0,3849.51,47.41445747,0.000958092,3850.54,43.49984003,0.0,3852.07
1990-03-01,55.53024366,0.0,3764.25,41.56276059,0.0,3883.71,,,,44.49626665,5.285e-05,3886.74,50.2650498,0.0,3875.55,,,,44.49643864,5.1279e-05,3885.03,46.04485299,0.0,3873.99,44.49877108,2.6169e-05,3875.42,,,,62.08640943,0.0,3853.32,46.22749963,0.0,3850.35,,,,46.22749963,0.0,3852.8,50.43280686,0.0,3849.52,,,,51.51055268,0.0,3851.91
1990-04-01,62.56578717,0.0,3763.86,61.31824294,0.080369542,3883.93,,,,68.0452796,0.0,3886.09,68.04410209,0.0,3874.9,,,,66.89372421,0.0,3884.83,66.54640059,0.0,3873.29,63.01598726,0.0,3875.23,,,,68.16847646,0.0,3852.84,63.51772263,0.0,3850.63,,,,67.40780025,0.0,3852.87,61.64130553,0.0,3849.79,,,,59.40658132,0.0,3852.39
1990-05-01,78.92283894,0.0,3763.39,51.29543932,0.047367343,3883.97,,,,72.86543374,0.0,3886.3,51.28669451,0.047449996,3874.93,,,,77.21282638,0.0,3885.01,68.02335963,0.0,3873.03,68.02335963,0.0,3875.15,,,,68.11008641,0.0,3853.09,72.71709566,0.0,3851.29,,,,66.92616539,0.0,3853.17,65.86919609,0.0,3850.25,,,,75.8640525,0.0,3852.47
1990-06-01,86.01317819,0.0,3762.53,85.98069705,0.0,3883.93,,,,85.33696927,0.0,3887.07,86.93826057,0.0,3874.19,,,,88.04836761,0.0,3885.59,85.42077518,0.0,3872.62,81.530816,0.018790571,3874.95,,,,81.0367235,0.0,3853.79,81.03526862,0.0,3850.34,,,,82.7799604,0.0,3853.9,72.08522102,0.0,3849.43,,,,87.81825343,0.0,3852.78
1990-07-01,81.9687298,0.00097371,3764.49,80.99784501,0.002080491,3884.06,,,,84.30133857,0.043969233,3886.94,79.88742886,0.000397838,3874.75,,,,84.41542483,0.0,3885.53,82.93289781,0.103304246,3872.97,76.92395931,0.309305489,3875.22,,,,84.21399412,0.034656535,3853.94,80.64138094,0.131972814,3851.02,,,,80.64138094,0.131972814,3854.21,82.9053511,0.049299439,3849.97,,,,81.44209652,0.318336446,3853.06
1990-08-01,80.98755872,0.0,3763.49,80.90804398,0.0,3884.13,,,,79.89532778,0.0,3886.49,73.50845804,0.001658111,3875.03,,,,73.52736276,0.0,3885.19,71.48002583,1.203146115,3873.42,72.51494114,7.8507e-05,3875.6,,,,80.46620934,0.0,3853.27,73.71849444,0.0,3851.22,,,,66.3587957,0.035216788,3853.79,71.50396286,1.06012188,3850.35,,,,73.64601869,0.0,3853.11
1990-09-01,71.33617908,0.007689153,3765.17,79.92406839,0.0,3884.14,,,,76.98382391,0.0,3886.18,75.00245269,0.048833122,3875.29,,,,76.98441052,0.0,3885.03,72.44267615,0.000772355,3873.92,72.98950896,0.037581143,3876.16,,,,77.00048881,0.0,3852.8,71.97833858,5.3345e-05,3851.36,,,,72.38160346,0.003341634,3853.7,76.26750296,0.0,3850.4,,,,78.00482199,0.016550845,3853.23
1990-10-01,66.45351215,0.0,3760.6,62.52810176,0.0,3883.77,64.44707654,0.0,3885.27,62.52810176,0.0,3884.81,62.53727537,0.0,3875.28,64.44885929,0.0,3881.4,62.52732158,0.0,3883.96,62.51469287,0.0,3874.15,62.51469287,0.0,3876.53,65.88600547,0.0,3851.1,62.58915171,0.0,3851.98,62.55175256,0.0,3851.1,65.88966542,0.0,3851.27,62.58613633,0.0,3852.52,62.5352464,0.0,3850.46,65.92546027,0.0,3851.29,64.45917025,0.0,3853.23
1990-11-01,52.222960375,0.0,3760.415,52.46449109,0.0,3883.44,51.8691671,0.0,3885.08,48.55744887,0.0,3884.77,45.53487859,0.0,3874.93,51.87305986,0.0,3881.02,58.26258949,0.071803608,3883.67,58.45130091,0.0,3873.63,54.53470904,0.0,3875.74,51.6930982,0.0,3851.15,54.67459995,0.0,3851.65,42.51630566,0.31114466,3851.01,39.18216378,0.0,3851.17,58.31436235,0.0,3851.83,59.23479867,0.045087221,3850.49,39.12357428,0.0,3851.31,54.61473672,0.0,3852.72
1990-12-01,33.976518995,0.0,3760.3050000000003,39.39432603,0.0,3883.25,48.89198969,0.0,3884.88,53.9974823,5.285e-05,3884.46,39.39749446,0.0,3874.7,48.89546133,0.0,3880.76,55.85033293,0.023114499,3883.38,54.38788548,0.000412816,3873.2,48.46883577,0.03243609,3875.11,36.69177108,0.0,3850.66,39.26100938,0.0,3851.53,42.01630621,0.0,3850.51,48.84250659,0.0,3850.22,55.82584491,0.029450555,3851.57,30.06915531,0.0,3850.03,48.89345938,0.0,3850.61,55.88253405,0.025058293,3852.44
1991-01-01,39.94002504,0.000348197,3761.94,43.85717919,0.0,3883.14,,,,43.43773041,0.0,3884.35,45.37820535,0.0,3874.5,,,,43.43953678,0.0,3883.27,41.46588138,0.0,3872.95,42.97557079,0.0,3874.57,,,,43.33098497,0.0,3851.44,42.90726977,0.0,3850.57,,,,45.42775806,0.0,3851.45,43.51596499,0.015223263,3849.9,,,,42.93711456,0.0,3852.09
1991-02-01,52.679316685,0.0,3763.0,48.86303784,0.0,3883.01,46.06952889,0.0,3884.75,46.06931498,0.0,3884.28,50.09278709,0.062831776,3874.02,46.06766813,0.0,3880.51,50.48536144,0.0,3883.17,57.90169614,0.000555386,3872.37,54.95871528,0.0,3874.12,53.78772295,0.0,3849.88,50.6158052,0.0,3851.33,57.54203917,0.0,3850.03,53.79440454,0.0,3850.18,52.16934799,0.079104074,3851.28,46.15592492,0.0,3849.38,53.86083837,0.0,3850.24,54.31620969,0.0,3851.63
1991-03-01,53.5226122,0.0,3765.05,50.39262586,0.0,3883.51,53.07529275,0.0,3886.61,42.2158366,0.0,3886.11,59.42543453,0.0,3874.16,53.07348326,0.0,3881.37,49.33209659,0.008829456,3884.59,50.44752521,0.0,3872.33,46.27720118,0.0,3873.86,53.33707579,0.0,3850.55,44.00546815,0.0,3853.18,46.9225071,0.0,3850.49,53.32547344,0.0,3850.98,49.27150443,0.007043358,3852.73,46.94699018,0.0,3849.42,53.22197336,0.0,3850.58,40.22496302,0.0,3851.71
1991-04-01,63.21121525,0.0,3763.94,54.17884143,0.0,3883.7,,,,62.56625035,0.0,3885.66,62.56979835,0.0,3874.31,,,,60.0478988,0.0,3884.62,50.02526905,0.0,3872.28,61.97247559,0.0,3874.05,,,,50.13637125,0.0,3852.87,60.32370373,0.0,3850.29,,,,63.47396167,0.0,3853.09,60.1627324,0.0,3849.46,,,,63.3229417,0.0,3852.15
1991-05-01,75.43916737,3.889541666666667e-05,3762.27,70.52633936,0.0,3883.74,,,,72.96391447,0.0,3885.9,67.10620517,0.0,3874.17,70.52591689,0.0,3881.53,64.09601126,0.0,3884.8,64.05135712,0.0,3872.04,71.9610781,0.0,3874.02,70.70070454,0.0,3849.9,74.15415407,0.0,3853.13,70.72316497,0.0,3849.42,70.69364579,0.0,3850.23,75.58354731,0.0,3853.27,71.99373669,0.0,3849.62,71.97081079,0.0,3850.68,61.55758457,0.0,3852.43
1991-06-01,84.4371430375,2.686361111111111e-06,3762.705,84.43620797,0.025991679,3883.87,70.59957173,0.0,3886.65,71.08706944,0.0,3886.34,66.55949263,0.0,3874.16,70.59668565,0.0,3881.85,74.85852315,0.045781495,3885.07,69.95659466,0.0,3872.02,66.53386426,0.0,3874.33,73.39496061,0.0,3851.98,78.75325292,0.0,3853.63,68.20977645,0.0,3850.65,73.3980874,0.0,3852.06,72.66968418,0.0,3853.55,70.67569437,0.0,3849.94,73.4313823,0.0,3850.71,70.67569437,0.0,3852.87
1991-07-01,82.948158665,0.0032383267499999997,3762.4449999999997,73.37095937,0.152844193,3884.1,73.37095937,0.152844193,3886.67,79.91262741,0.011299187,3886.37,72.59298602,0.009997237,3874.45,73.37492528,0.148863446,3881.83,75.56772354,0.008829456,3885.02,78.50140679,0.0,3872.57,72.54747017,0.005542991,3874.95,78.59444178,0.0,3852.42,81.80387769,0.052000255,3853.68,83.11722341,0.0,3851.93,78.59102662,0.0,3852.56,80.23132733,0.0,3853.78,72.63546601,0.018591863,3850.52,78.5624551,0.0,3851.67,77.57729372,0.0,3853.14
1991-08-01,80.71288414,0.00017729974999999997,3761.9750000000004,77.07128861,0.202258471,3884.1,77.41426534,0.000684217,3886.08,79.42391691,0.01011509,3886.2,78.51889601,0.0,3874.96,77.41710604,0.000663244,3881.68,79.90739236,0.063523742,3884.91,77.5216527,0.0,3873.42,77.5216527,0.0,3875.77,78.61859114,0.0,3852.58,78.06123879,0.0,3853.46,78.95260616,0.0,3851.92,78.61445775,0.0,3852.58,77.02520194,0.244747278,3853.61,78.04038833,0.0,3850.77,78.57815128,0.0,3852.36,74.52994449,0.823963846,3853.71
1991-09-01,62.988007955,1.6130833333333334e-06,3763.625,61.72622449,0.581084338,3884.05,69.02737347,0.0,3885.63,67.5651268,0.0,3885.68,67.56339119,0.0,3875.5,69.02650892,0.0,3881.57,61.73456706,0.582226008,3884.54,69.02601881,0.0,3874.12,73.97552385,0.081083369,3876.45,67.60365707,0.0,3851.86,67.72904348,0.0,3852.75,78.89060864,0.008875441,3851.68,67.60020899,0.0,3851.79,73.94236175,0.074194441,3853.08,54.53182115,8.2646e-05,3850.9,67.56818735,0.0,3851.48,75.98869703,0.0,3853.55
1991-10-01,68.97428771,0.0,3761.22,71.52725168,0.0,3883.85,50.52136334,0.0,3885.15,68.58797908,0.0,3885.2,66.52611582,0.0,3874.96,50.5210115,0.0,3881.14,70.90994213,0.000102558,3884.14,64.98858019,0.0,3873.65,69.49644911,0.0,3876.36,52.51985822,0.041241955,3851.74,68.43646407,0.0,3852.02,58.60821877,0.0,3851.54,52.51878468,0.039797829,3851.72,66.60368231,0.0,3852.41,50.60397136,0.0,3850.82,67.35537648,0.0,3851.85,69.54049717,0.0,3853.35
1991-11-01,46.848305665,0.0,3759.9325,56.21269344,0.0,3883.43,42.02940666,0.0,3884.89,55.09453347,0.000785501,3884.49,59.53948795,0.002210814,3874.84,42.02852733,0.0,3880.84,54.48752288,0.018292495,3883.5,59.52253832,0.001107864,3873.37,53.49565736,0.001622022,3875.77,49.00297162,0.0,3851.44,55.29998636,0.00108457,3851.8,55.28985044,0.001064172,3851.29,49.00276457,0.0,3851.42,54.58113658,0.028426141,3851.94,55.19728121,0.000825564,3850.8,49.00182552,0.0,3851.67,53.45709512,0.004115934,3852.94
1991-12-01,44.364781225,0.0014267321875,3761.545,43.77727331,0.061556926,3883.31,40.10612879,0.0,3885.28,47.44807409,0.329966368,3884.47,45.47781915,0.234019598,3874.48,40.10293982,0.0,3880.83,43.78401358,0.061806191,3883.4,47.51812642,0.0,3872.98,45.49881802,0.0,3875.16,40.23880765,0.0,3851.17,52.25872596,0.402649984,3851.73,40.73026528,0.0,3850.95,40.23097404,0.0,3851.33,38.87478168,0.0,3851.75,47.48751795,0.336217275,3850.61,40.15694402,0.0,3851.49,47.99673316,0.2870138,3852.63
1992-01-01,35.51267328,0.0,3762.12,35.56713012,0.169010416,3883.45,39.1011501,0.227400969,3885.27,42.00531172,0.0,3884.91,29.56652583,0.0,3874.38,39.09826978,0.227783289,3880.92,39.09826978,0.227783289,3883.77,36.46874683,0.0,3872.77,29.5318651,0.0,3874.7,39.32948588,0.0,3851.09,39.32948588,0.0,3852.03,39.8164198,0.0,3850.93,39.3183496,0.0,3851.31,40.08613687,0.021352068,3852.0,41.37701447,0.0,3850.46,39.21688257,0.0,3851.24,29.5503222,0.0,3852.36
1992-02-01,48.461182754999996,0.0,3761.455,47.349412,0.0,3883.38,41.95256535,0.0,3885.23,44.92507014,0.0,3884.8,49.4496702,0.008829456,3874.21,41.95404262,0.0,3880.77,45.06097968,0.0,3883.71,48.93571632,0.0,3872.45,45.99649604,0.0,3874.3,43.19651226,0.0,3851.22,51.80526001,0.000528874,3851.81,47.03874249,0.00769364,3851.09,43.18981864,0.0,3851.18,51.79858607,0.007576808,3851.8,48.89683349,0.0,3850.25,43.12925383,0.0,3850.94,47.02672878,0.004256094,3852.13
1992-03-01,53.46060905,0.0,3765.62,56.52759504,0.0,3883.89,50.07018831,0.0,3886.54,47.46746647,0.0,3886.25,55.53782745,0.0,3874.38,50.06820724,0.0,3881.53,52.98997557,0.0,3884.89,53.9809228,0.0,3872.39,58.01383912,0.0,3874.08,52.26459574,0.0,3851.9,50.6585894,0.0,3853.37,45.03909741,0.0,3851.37,52.25563208,0.0,3852.03,50.21003205,0.0,3853.03,49.20333342,0.0,3850.51,52.17319831,0.0,3851.48,49.20333342,0.0,3852.94
1992-04-01,60.688411885,0.0,3765.07,62.05095403,0.0,3883.99,54.15435122,0.0,3886.56,60.03905823,0.0,3886.03,58.07743772,0.00020741,3874.35,54.14992888,0.0,3881.99,53.43505113,0.235217933,3885.04,66.01774113,0.0,3872.22,52.54410209,0.0,3874.21,67.18583055,0.0,3852.05,62.15924095,0.0,3853.16,53.40797798,0.189352669,3851.16,63.73497839,0.0,3852.17,66.09272968,0.0,3853.17,57.52335467,0.0,3850.21,63.65999819,0.0,3851.33,65.53175156,0.0,3852.86
1992-05-01,70.219711765,7.779083333333334e-05,3764.46,71.511774,0.006842173,3884.09,64.96364101,0.008921317,3886.38,71.511774,0.006842173,3886.24,71.51052634,0.001326489,3874.59,64.9648813,0.008650753,3882.05,69.7976111,0.172629155,3885.11,66.49299324,0.002247261,3872.55,69.5418282,2.6169e-05,3874.43,64.34987167,0.0,3852.8,69.12217174,0.02166862,3853.45,67.83903327,0.27074054,3851.95,64.33812968,0.0,3852.92,67.83903327,0.27074054,3853.63,69.63825137,4.1323e-05,3850.61,64.2300622,0.0,3851.8,70.93058243,0.07813692,3853.04
1992-06-01,79.976945955,3.226083333333333e-06,3764.09,71.53996788,0.0,3884.02,78.93411255,0.000211399,3887.21,73.54357943,0.0,3886.54,74.9943496,0.0,3874.48,78.93639515,0.000205117,3881.99,71.58859728,0.001658111,3885.39,73.52476642,0.0,3872.48,75.51498808,0.0,3874.67,78.9623229,0.000217096,3851.55,75.33451647,0.003478836,3853.75,75.60332793,0.0,3851.45,78.96320387,0.00021338,3852.05,78.99046325,0.0,3854.17,73.63471572,0.0,3850.37,78.97557509,0.000165292,3851.26,68.58902547,0.01901565,3853.02
1992-07-01,81.238275275,0.00031128325,3761.6400000000003,83.37554013,0.0,3883.86,77.05450603,0.003012434,3887.13,78.10958601,0.0,3886.76,79.680853,0.0,3874.15,77.05286485,0.002922917,3881.88,79.680853,0.0,3885.34,81.99583522,0.234882142,3872.42,81.99991107,0.0,3875.02,80.98683819,0.0,3852.73,87.13625597,0.0,3853.94,80.75878154,0.012636338,3851.55,80.98698938,0.0,3852.96,80.04219817,0.0,3854.45,80.10327378,0.004029472,3850.52,77.0796503,0.002355414,3851.78,83.36742818,0.0,3853.14
1992-08-01,77.7326999,0.013413481333333333,3763.78,79.97890745,0.0,3884.07,80.99377863,0.012526704,3887.02,76.06367023,0.0,3886.53,77.02568154,0.042257777,3874.54,80.99398594,0.012147075,3881.84,72.12954582,0.008829456,3885.12,80.47268187,0.02012519,3873.07,78.0199927,0.0,3875.61,80.99302177,0.036316325,3852.42,72.67156825,0.0,3853.62,85.75966694,0.026848378,3851.98,80.99322945,0.034829279,3852.79,79.71066185,0.0,3854.04,80.43256137,0.018658321,3850.8,80.99544682,0.018486038,3851.84,74.62678842,0.0,3853.38
1992-09-01,76.23047208,0.09004758125000001,3765.56,77.41092725,0.0,3884.01,79.93207936,0.0,3886.51,79.93207936,0.0,3886.13,77.41388187,0.0,3874.59,79.93437674,0.0,3881.76,75.11730368,0.0,3884.99,74.5121461,0.097969955,3873.09,75.49494845,0.588313008,3875.84,75.53975521,0.641353517,3852.53,75.53975521,0.641353517,3853.16,79.9423612,0.0,3851.97,75.53821092,0.638596045,3852.97,75.10403615,0.0,3853.89,75.1929398,0.0,3851.02,75.52624886,0.608427267,3851.99,70.40952508,0.0,3853.49
1992-10-01,67.424325895,0.0,3765.45,66.90831744,0.0,3883.94,67.48094064,0.0,3886.25,56.59696192,0.0,3885.69,65.00677081,0.0,3874.8,67.48162063,0.0,3881.69,66.91147036,0.0,3884.53,68.00873223,0.0,3873.41,68.00873223,0.0,3876.04,66.93477591,0.0,3852.29,66.04302996,0.0,3852.66,65.24557664,0.0,3851.92,66.93647605,0.0,3852.46,66.93647605,0.0,3853.59,64.45034376,0.0,3851.11,66.9576823,0.0,3851.65,64.07097271,0.0,3853.43
1992-11-01,55.982549399999996,0.0,3764.115,46.56005867,0.0,3883.5,54.08312485,0.0,3885.06,51.93717717,0.0,3884.56,52.48806897,0.0,3874.56,54.08048245,0.0,3881.05,51.93924094,0.0,3883.55,51.9705427,0.0,3873.15,52.49467671,0.0,3875.54,54.13466178,0.0,3851.96,51.92572228,0.0,3852.05,46.85569385,0.0,3851.63,54.13041122,0.0,3851.98,52.50347332,0.0,3852.29,42.15956941,0.0,3851.12,54.08832789,0.0,3852.04,52.50246541,0.0,3853.09
1992-12-01,35.48571875,0.0,3764.02,35.62033967,0.044715471,3883.42,30.08438607,0.0,3884.93,30.08438607,0.0,3884.43,45.533049,0.000823125,3874.44,30.08198521,0.0,3880.76,38.48519813,0.0,3883.37,29.52901873,0.0,3872.93,38.49373024,0.0,3874.93,36.81510954,0.0,3851.48,38.51803451,0.0,3851.86,42.00334138,0.0,3851.32,36.82130159,0.0,3851.52,30.24506742,0.0,3851.93,44.02605737,0.0,3850.92,36.87896804,0.0,3851.72,30.16606361,0.0,3852.82
1993-01-01,45.21674162,1.6118166666666668e-05,3763.535,45.52895184,0.002505341,3883.4,43.54109142,0.509310666,3885.25,41.13936092,0.0,3884.73,45.52809305,0.002429415,3874.34,43.54010644,0.510507672,3880.71,45.52809305,0.002429415,3883.46,44.50554695,0.009421455,3872.71,45.514557,0.001238447,3874.44,42.57179762,0.013862614,3851.19,45.57112585,0.007263265,3852.23,47.85899053,0.023297021,3851.09,42.56929855,0.014086715,3851.46,45.56876753,0.006965856,3852.11,45.54670934,0.003697208,3850.71,42.5472981,0.016550845,3851.45,44.5777802,0.008316746,3852.55
1993-02-01,58.47012397,0.175142135,3764.22,43.10564142,0.0,3883.44,,,,44.56282015,0.0,3885.07,44.51491509,0.0,3874.08,,,,52.48801307,0.000414819,3883.72,44.53197946,0.0,3872.36,52.49583522,0.000210518,3874.06,,,,47.36959059,0.0,3852.39,46.60091611,0.0,3850.93,,,,46.60091611,0.0,3852.22,47.4447219,0.013311312,3850.22,,,,44.52303473,0.0,3852.29
1993-03-01,60.730848965,0.0,3765.85,54.1066405,0.000158549,3883.92,54.1066405,0.000158549,3887.02,60.07089335,0.0,3886.67,54.54815364,0.0,3874.07,54.10370653,0.000153838,3881.34,58.04208368,0.0,3885.11,57.47961822,0.0,3872.06,60.03752755,0.0,3873.69,58.14686999,0.0,3851.8,57.71750703,0.0,3853.62,57.62087447,0.0,3851.29,58.14189432,0.0,3852.11,54.33759756,0.000160035,3853.16,44.78357247,0.0,3850.23,58.09668396,0.0,3850.95,57.46828769,0.0,3852.09
1993-04-01,71.48637214,0.0,3765.79,57.60036225,0.0,3884.12,65.60967812,0.0,3886.87,53.51392899,0.0,3886.54,63.88140008,0.0,3874.04,65.60668063,0.0,3881.61,52.64149489,0.0,3885.23,54.93722192,0.0,3871.75,58.32169847,0.0,3873.49,73.95667179,0.0,3852.36,49.53981041,0.0,3853.71,63.90262331,0.0,3851.28,73.97417414,0.0,3852.77,58.2596493,0.0,3854.0,57.65223086,0.0,3850.19,74.14336548,0.0,3851.36,52.71123878,0.0,3852.92
1993-05-01,72.06600381249999,0.0001630741666666667,3764.8625,73.5312585,0.004175568,3884.09,73.5312585,0.004175568,3886.68,62.05353415,0.0,3886.54,66.47140204,0.0,3874.07,73.53048984,0.004049025,3881.73,62.05213456,0.0,3885.26,68.59462166,0.0,3871.82,73.98705606,7.8507e-05,3873.74,73.03436357,0.0,3851.9,73.98671531,0.000162822,3853.62,69.18152221,0.0,3851.78,73.03285734,0.0,3852.24,68.98440091,0.0,3853.88,64.60696783,0.0,3850.21,73.0230843,0.0,3851.25,66.54488226,0.0,3852.88
1993-06-01,83.96606971,0.002446113,3764.56,66.53198678,0.0,3884.06,83.0820495,0.0,3887.2,75.54087229,0.0,3886.83,78.93711174,0.000717909,3873.98,83.07980434,0.0,3881.98,77.60035798,0.0,3885.34,77.93539271,0.0,3871.82,78.9682055,0.000366366,3874.06,,,,84.86645729,0.0,3853.93,84.87045957,0.0,3851.96,,,,82.01613164,0.0,3854.49,66.61371762,0.0,3850.34,,,,74.49855212,0.0,3853.09
1993-07-01,83.501334705,0.009168605333333333,3763.465,82.54024134,0.0,3884.01,,,,77.13234903,0.0,3886.84,82.53933497,0.0,3872.08,,,,79.92225154,0.010213995,3885.51,85.49725456,5.2338e-05,3871.49,75.0328897,0.152635491,3874.56,81.67758112,0.0,3853.25,80.02262321,0.0,3854.09,75.14831104,0.125311578,3852.24,81.67140664,0.0,3853.44,77.91021262,0.767725975,3854.62,77.93888238,0.902021066,3850.61,81.6167846,0.0,3851.64,83.90393035,0.0,3853.22
1993-08-01,78.984973775,0.13418847308333334,3764.015,76.95153398,0.088143308,3884.08,78.92619369,0.042504637,3886.94,85.39775623,0.04223734,3886.78,80.01533464,0.001768651,3871.92,78.92860279,0.041202096,3881.64,85.44636367,0.104820883,3885.39,80.0105281,0.000886291,3871.92,80.0105281,0.000886291,3875.36,79.30429881,0.030697691,3853.11,76.92596533,0.07951386,3853.92,79.54445099,0.0,3852.26,79.29403307,0.02953036,3853.19,80.49117201,0.291764381,3854.44,82.91949057,0.044128797,3850.69,79.20027769,0.01663729,3851.94,76.56813621,0.02951856,3853.39
1993-09-01,80.4430156,0.0,3763.39,66.05144141,0.0,3884.05,,,,74.03550623,0.0,3886.23,67.65918183,0.008880735,3873.32,,,,77.48642893,0.0,3885.05,67.58086135,0.009421455,3872.73,66.02692905,0.0,3876.12,,,,76.6080924,0.0,3853.3,66.15249312,0.0,3852.21,,,,77.50106204,0.0,3854.03,68.62373269,0.0,3850.84,,,,75.9184219,0.000742022,3853.35
1993-10-01,56.76841126,0.03310872425,3760.32,74.41113848,0.0,3883.74,54.42983226,0.276341889,3885.57,74.41113848,0.0,3885.65,63.10827948,0.196419263,3872.29,54.43207703,0.277342974,3881.08,66.03846641,0.0,3884.56,65.96142139,0.0,3872.83,65.96142139,0.0,3876.62,54.39677165,0.217771,3852.69,57.06772821,0.0,3852.37,54.39996711,0.221231001,3852.33,54.39996711,0.221231001,3852.9,53.91331392,0.0,3853.4,65.92608039,0.0,3851.36,54.43219029,0.259061023,3852.29,57.25842215,0.0,3853.48
1993-11-01,53.97328532,0.0,3761.18,58.9210932,0.0,3883.44,45.6711338,0.0,3885.12,43.46652428,0.133696572,3884.66,49.10553077,0.0,3872.59,45.66637219,0.0,3880.63,43.46767119,0.134181487,3883.6,55.95398355,0.0,3873.14,43.48480449,0.14184586,3876.25,46.02569229,0.0,3852.03,45.06365881,0.018443667,3852.11,49.22212786,0.0,3851.84,46.0079916,0.0,3852.02,43.47951062,0.10702987,3852.41,58.26034995,0.008564684,3851.3,45.84586759,0.0,3852.04,45.84586759,0.0,3853.17
1993-12-01,36.0007908,0.221342261,3761.45,48.67175101,0.018539001,3883.4,46.24037025,0.021655359,3884.97,43.00873925,0.0,3884.57,39.00149701,0.0,3874.63,46.24872717,0.021014754,3879.7,43.00892749,0.0,3883.42,44.4471596,0.0,3873.39,44.4471596,0.0,3875.52,46.10834304,0.058085288,3851.6,49.09389778,0.0,3852.03,39.03349727,0.0,3851.49,46.12060492,0.055906034,3851.64,44.33903272,0.0,3852.02,48.75612327,0.0,3851.0,46.24347469,0.031993167,3851.75,44.3911028,0.0,3852.85
